1380	4854903	4946410	6302750	4544362	4981452	6361388	4832638	4728308																																																																																																																												
1381	7148359	7364752																																																																																																																																		
1382	3571286	8296258																																																																																																																																		
1383	0																																																																																																																																			
1384	2160904	7567925																																																																																																																																		
1385	6398646	5472209	6086477	6656045																																																																																																																																
1386	4938470	7481718	7819757	5911302	5486000	7524250																																																																																																																														
1387	4804745	5720627	6780841	5075112	7091180	5399347	2756127	7799348	6323319	5645851	5840848	5948766	6973229	6025327																																																																																																																						
1388	6158011	5266331	5508042	5549912	5602918	6061796	5656295	0	4861598																																																																																																																											
1389	0																																																																																																																																			
138	6328994	6947903																																																																																																																																		
1390	5453446																																																																																																																																			
1391	8324275																																																																																																																																			
1392	0																																																																																																																																			
1393	5693078	7151964	5620481	5383917																																																																																																																																
1394	7131939	6199014	7322915																																																																																																																																	
1395	7116862	7339714	6940647	6882771	6400490	6856459																																																																																																																														
1396	8093486																																																																																																																																			
1397	6189787	6000608																																																																																																																																		
1398	5799320	1897165																																																																																																																																		
1399	6287000	6306071	5788080	6364530	5682730	6536951	7134788																																																																																																																													
139	7993889	7851188	3914467																																																																																																																																	
13	6415316	5552394	6289362																																																																																																																																	
1400	9746041	5841768	7359427	6574267																																																																																																																																
1401	7359427	6574267																																																																																																																																		
1402	6939971	6664276	5948789	7790755	6462058	7285668	7737282	8903																																																																																																																												
1403	1080148	7271182	7737282	5199450	8903	7790755	5948789	437																																																																																																																												
1404	0																																																																																																																																			
1405	6189787	6000608																																																																																																																																		
1406	6897205	6939971	6664276	7285668	6462058	7790755																																																																																																																														
1407	5980228	7207789	5730650																																																																																																																																	
1408	5892751	4049799	5831966																																																																																																																																	
1409	E43096	4948882	4318846	5541313	3235568	4151065	6200748																																																																																																																													
140	7618692	5563175	4322440	6730817	6197819	6001876	5574192	5051448	5763706	5202509																																																																																																																										
1410	5649176	6009531	6876962	6947882	6240376																																																																																																																															
1411	8112529	8060639																																																																																																																																		
1412	324533	324536	5355882	4911167	 P00224	5830135	5575284	8019400	441308	6725074	5553614	645117	321136	6699194	321133	6263222	5190038	7530955	22425	287125	287124	287123	321131	5803135	7215984	5632272	171223	 P04413	5448991	6669194	4955379	171176	43939	6122535	6999194																																																																																																	
1413	6899099	234468	4927855	6598603	9704186	5192528	7524834	7132570	6392036																																																																																																																											
1414	5613130	6079025	5758175	5710929	5892959	5630163																																																																																																																														
1415	7110270	7259972	7352595	7834605	6107851	6249876																																																																																																																														
1416	7503083																																																																																																																																			
1417	6912825	3380646																																																																																																																																		
1418	2521	5332142	5322055	5403342	6468286	6682544	2084319	6063050	169396																																																																																																																											
1419	6596746	8299118	7491725	4074116	7153856	8278353	5444434	7125875	8309605																																																																																																																											
141	2545096	3158196	7714747	5835303	7417568	7777651	7161506																																																																																																																													
1420	0																																																																																																																																			
1421	0																																																																																																																																			
1422	7232656	4883750	4988617	5522278	5800994	5969119	6306597	5750341	7598035																																																																																																																											
1423	0																																																																																																																																			
1424	P16229	5255636	1918603	 P16284																																																																																																																																
1425	1029645	7669207																																																																																																																																		
1426	5758257	7853600	5754938	8056100																																																																																																																																
1427	6773720																																																																																																																																			
1428	7993889	8017376	7851188	8017375	6787334	146996																																																																																																																														
1429	5791344	7250105	6004441	5120420	6540891	6962013	6175752	5708247	5004998	6241862	6258229	5672256																																																																																																																								
142	6188988	7892281	6081786																																																																																																																																	
1430	7148850	7528782	7312762	7123208	7394432	7015868	7397431	3129321	7202822	7411556																																																																																																																										
1431	0																																																																																																																																			
1432	8093466																																																																																																																																			
1433	7662163	10489	4786629																																																																																																																																	
1434	6657236	7314520	7795623	7557380	6051849	7294324	6885036	7611915	5686738	7314521	6614056	7737459	7211833																																																																																																																							
1435	7417664	7711857	6243667	6629163	6651099																																																																																																																															
1436	7302164	7783174	7729597	7734157																																																																																																																																
1437	7801422	85476																																																																																																																																		
1438	6919373	8163798	6930129																																																																																																																																	
1439	6966679	7108405	 E39084	5599091	3776463	6161948	5290313	4386393	4143413	5741510	4008910																																																																																																																									
143	6833252	7309605	5474896	7214536	6610545																																																																																																																															
1440	6914128	7504485																																																																																																																																		
1441	0																																																																																																																																			
1442	5197284																																																																																																																																			
1443	6653821																																																																																																																																			
1444	8018049	6324907	6781231	7537964	7242089																																																																																																																															
1445	6934557																																																																																																																																			
1446	6505124																																																																																																																																			
1447	6831848	7495941	7999412	6507353	4525400	2956150	7863770	7613021																																																																																																																												
1448	8082101	7113867	6704621																																																																																																																																	
1449	6239842	5630976	7271840																																																																																																																																	
144	6677358																																																																																																																																			
1450	5330526																																																																																																																																			
1451	0																																																																																																																																			
1452	6828008	3234253																																																																																																																																		
1453	0																																																																																																																																			
1454	0																																																																																																																																			
1455	7482377	7759394	6974595	8097651																																																																																																																																
1456	6216303	6834409	3835497	6370719	4068338	7013519																																																																																																																														
1457	6152856	5029846	6447424	4786046	4786049																																																																																																																															
1458	5746775																																																																																																																																			
1459	0																																																																																																																																			
145	5877192	6203602	5714504																																																																																																																																	
1460	0																																																																																																																																			
1461	0																																																																																																																																			
1462	7970674																																																																																																																																			
1463	0																																																																																																																																			
1464	0																																																																																																																																			
1465	0																																																																																																																																			
1466	7885887	6874541	6709221																																																																																																																																	
1467	6507353	4556958	1801525	5591336	2026870	5716942																																																																																																																														
1468	8088480																																																																																																																																			
1469	1652999																																																																																																																																			
146	6370566																																																																																																																																			
1470	6895881																																																																																																																																			
1471	3990221	2951367	5206244	4918075	4169686	4543255																																																																																																																														
1472	7032662	6659175																																																																																																																																		
1473	5900481	6023540	6951682																																																																																																																																	
1474	7158376	7609512	6995976																																																																																																																																	
1475	0																																																																																																																																			
1476	5527533	1439062	5363328	7239322																																																																																																																																
1477	5880283	4980470	6333045																																																																																																																																	
1478	96158	6388426	7521892																																																																																																																																	
1479	1372316	5880283	6333045																																																																																																																																	
147	7203344	7277562	5900993	3619060	5615051																																																																																																																															
1480	0																																																																																																																																			
1481	6587067	5568367	5614906	5414426																																																																																																																																
1482	D576555	2927555																																																																																																																																		
1483	3125242	7681587	 D612013	 D612012																																																																																																																																
1484	D634488	 D634487																																																																																																																																		
1485	1637736	5100899																																																																																																																																		
1486	5513448																																																																																																																																			
1487	8079946	8075469																																																																																																																																		
1488	6934557	5807030	6050748																																																																																																																																	
1489	6951682	6406848	6327410	6133436	7060431	6023540	5900481																																																																																																																													
148	7579377	4717720	7834060	7737181	7838558	7868044	5098895																																																																																																																													
1490	D504889	7864163	 D604305	 D618677	 D593087																																																																																																																															
1491	7577460	7844915	 D618677	7447516	7864163	7469381	7698711	 D604305	 D504889	7456893	7675941	 D593087																																																																																																																								
1492	13792	7844915	 D618677	6271884	6928948	 D504889	7864163	6690417	6838715	7698711	7447516	6009336	6069648	7577460	6819658	6838651	7456893	7675941	 D593087																																																																																																																	
1493	6294953																																																																																																																																			
1494	0																																																																																																																																			
1495	7228681	6055092	7351404	5688819	7388029	5083874	7227681																																																																																																																													
1496	0																																																																																																																																			
1497	0																																																																																																																																			
1498	6418467	5784443	7631065	6947984	7412510	6836797																																																																																																																														
1499	0																																																																																																																																			
149	5870949																																																																																																																																			
14	4728395	4080413	3998689																																																																																																																																	
1500	7947724																																																																																																																																			
1501	5804375	6127155																																																																																																																																		
1502	5547017	6431268	 D617720	 D620867	 D639220	6318639	 D620425																																																																																																																													
1503	5647412	7673658	7921884	7756129	7885887																																																																																																																															
1504	4175361	5845343	4683686	3979782	6637160																																																																																																																															
1505	5338495	7543459	7536871																																																																																																																																	
1506	0																																																																																																																																			
1507	6038283																																																																																																																																			
1508	8079946	8075469	4823393																																																																																																																																	
1509	5955841	5434480																																																																																																																																		
150	6499349	6964688	7291182	5830237	4923474																																																																																																																															
1510	0																																																																																																																																			
1511	7441555																																																																																																																																			
1512	8088480																																																																																																																																			
1513	7310570	6346962	1687789	6925357	7593030	8084240	8252573	7289883																																																																																																																												
1514	7716629	6826744																																																																																																																																		
1515	6188988	6081786																																																																																																																																		
1516	7300194	7097137	2552115	8567718	8167242	6874729	8517306																																																																																																																													
1517	6474159	1927696																																																																																																																																		
1518	3999276	7161124	7175722	1115538	6223974	231549	7748325	2958287	3003420	6973879	3154016	5252152	4884508	6133263	4753172	1967416																																																																																																																				
1519	5035472	6911652	3866155	6633936																																																																																																																																
151	5247434																																																																																																																																			
1520	5321007	7175722	4985921																																																																																																																																	
1521	5035472	6911652																																																																																																																																		
1522	4728395	4080413	3998689																																																																																																																																	
1523	5035472	6911652																																																																																																																																		
1524	6076064	5521815																																																																																																																																		
1525	0																																																																																																																																			
1526	D056361	4670444	6785400	8204561																																																																																																																																
1527	0																																																																																																																																			
1528	0																																																																																																																																			
1529	1000000																																																																																																																																			
152	D546216	6258229	7250105	5120420	1149827																																																																																																																															
1530	0																																																																																																																																			
1531	4407288	 E38119																																																																																																																																		
1532	4407288	3895246																																																																																																																																		
1533	4407288	4928688	 E38119	1982114																																																																																																																																
1534	0																																																																																																																																			
1535	0																																																																																																																																			
1536	2172617	4166826	6120690	2717098																																																																																																																																
1537	1000000																																																																																																																																			
1538	0																																																																																																																																			
1539	0																																																																																																																																			
153	0																																																																																																																																			
1540	5046424	367895	5260440																																																																																																																																	
1541	4581476	3605913	5278752	6032859	6180991																																																																																																																															
1542	7536837	4017351	7526904	3660189	3868285	7325377	7361397																																																																																																																													
1543	5222469	5072703																																																																																																																																		
1544	4724660	6052980																																																																																																																																		
1545	6534026	6562130																																																																																																																																		
1546	5689094	5030807																																																																																																																																		
1547	6292218																																																																																																																																			
1548	6505172	6023683																																																																																																																																		
1549	5172338	5991517																																																																																																																																		
154	7524834	6598603																																																																																																																																		
1550	6085851	6047781	6068069	4850439																																																																																																																																
1551	5372392	4915418																																																																																																																																		
1552	7056866	7709418																																																																																																																																		
1553	5411552	1284861	2645555																																																																																																																																	
1554	7021537	7036728																																																																																																																																		
1555	E40449	6769613																																																																																																																																		
1556	4731850	4783818	4879749																																																																																																																																	
1557	6143326	6432932	7718634	7410957	118634																																																																																																																															
1558	6060499	6823992	 D474891	6161665	6586458	2960136	5813530	6991104	7332183	5813445																																																																																																																										
1559	4407288	 E38119	 E39897																																																																																																																																	
155	7429270																																																																																																																																			
1560	7063456	6431744	1816266	7281842	1417862	6979117																																																																																																																														
1561	5247434																																																																																																																																			
1562	4786505	6780882	5840737	6136344	6699885	6489346	6645988	7399772																																																																																																																												
1563	D458300	 D399249																																																																																																																																		
1564	4977741	5212949	5740670	6035633																																																																																																																																
1565	5344932	5248775	5028608	3236037																																																																																																																																
1566	E38370	5219774	5977585																																																																																																																																	
1567	6229200	6033857	4600106	3067099	4703008	5837492	4552701	5753441	6433277	4853320	5693473	5709999	5747282	5710001																																																																																																																						
1568	5780087	5939122	5580169																																																																																																																																	
1569	5629922	7216651	5636643	5645081																																																																																																																																
156	0																																																																																																																																			
1570	6049801	6182078	2718301	2708400	5116863	3178242	5641805	5903881	3265283	5895468	6789673	3037176	8378145	6105854	4923892	6981007	1036877																																																																																																																			
1571	4555399	2708400	5926792	4863743	1427789	7249037	3272707																																																																																																																													
1572	5332322																																																																																																																																			
1573	6866866	7725375	3845770	5970479	7149720	6912510																																																																																																																														
1574	6627233	5451404	5688491	5236940	5009893	5698181																																																																																																																														
1575	0																																																																																																																																			
1576	5232940	2489753	6096329	6881848	6620943																																																																																																																															
1577	5966456	5875259	6381354	5909503	1898279	6459806																																																																																																																														
1578	3114939	8921106	6722674																																																																																																																																	
1579	1241638	 D504889	7469381	 D618677	 D593087																																																																																																																															
157	0																																																																																																																																			
1580	7139761																																																																																																																																			
1581	6618707																																																																																																																																			
1582	1288732	2912105	6503894	4734416	5006528																																																																																																																															
1583	6945457	6344215	7387793	7544372	5781632																																																																																																																															
1584	5569652																																																																																																																																			
1585	5453425	6451289	5616587	5547994	 E34712	5362755	6916941	5844002	6083993	4804663	5760090																																																																																																																									
1586	5750561	5714512	4814470																																																																																																																																	
1587	5875435																																																																																																																																			
1588	0																																																																																																																																			
1589	6864245	2081578	7030152	7269591	5589945	5778367	6436135	5434678	6607401	5724472	7028034	5376310	5650491	6324538	6316460	6850940	 E37314	3508292	6858618	5634849																																																																																																																
158	0																																																																																																																																			
1590	4804052	4815547																																																																																																																																		
1591	6149055	6879830	5471593																																																																																																																																	
1592	5365412	5017903	1031294																																																																																																																																	
1593	6111023	5727554	5847053																																																																																																																																	
1594	6399388	6406915	6200500	6221668	6403377	5432089	5736402																																																																																																																													
1595	6784873																																																																																																																																			
1596	0																																																																																																																																			
1597	5234564	6958161																																																																																																																																		
1598	3451905																																																																																																																																			
1599	0																																																																																																																																			
159	0																																																																																																																																			
15	5195090	5195091	5184347	5305308																																																																																																																																
1600	5675362	5379057																																																																																																																																		
1601	6399388	6200500	4847265	6221668																																																																																																																																
1602	6796098	7073304	4259371	6557818	5651642																																																																																																																															
1603	6292974	6675434	6944905	6978512																																																																																																																																
1604	6300863	5406269	6507914	6244758																																																																																																																																
1605	6499245	6359022	7216451																																																																																																																																	
1606	7000325																																																																																																																																			
1607	5218759	6458681	5679977	4868349	5136336	399300	6133627	5663106	5450283																																																																																																																											
1608	5879370	2028255	5643312	4856516	5269802																																																																																																																															
1609	6864245	9410246																																																																																																																																		
160	5656667	5178477	5502077	5332322																																																																																																																																
1610	5689623																																																																																																																																			
1611	6757710	6044205	6088717	5862325																																																																																																																																
1612	6399176	6298577	6266892	5551963	 E39998																																																																																																																															
1613	6202649	6425401	6805134																																																																																																																																	
1614	P16229	 P15891	 P16284																																																																																																																																	
1615	6060447	4868112	6228620																																																																																																																																	
1616	6033857	5753441	4703008	2917316	5837492	9109676	4552701	2033896	3061028	3067099	5693473	5710001	5709999	4762914	5747282	5622375																																																																																																																				
1617	4706275																																																																																																																																			
1618	6382683																																																																																																																																			
1619	6754485	4811240	6438465	6577928	6524794	6587759	6330497	6987964	6240365	4827520	6275231	6009355	6542795																																																																																																																							
161	D566934	 D540517	1820565	5391183	7008439	5725498	 D598183	5716375	5830130	5275616																																																																																																																										
1620	77902	7109373	7129273																																																																																																																																	
1621	5211954																																																																																																																																			
1622	0																																																																																																																																			
1623	6935465	6892861																																																																																																																																		
1624	6868406	5812991	6233565	6233568	6965451	5717597	6982808	6208980	6889214	5319562	6249777																																																																																																																									
1625	5026965	5852277	5324913																																																																																																																																	
1626	7223286	7217286	7300662	5362718	7229473																																																																																																																															
1627	4533795	6781231	5101543	6522762	5459368	7242089																																																																																																																														
1628	5464826																																																																																																																																			
1629	6143164	4225410	6592745	4545382	5820551																																																																																																																															
162	5676990																																																																																																																																			
