2989	5598474																																																																																																																																			
298	5700285	6633085	5735892	8221487	1472015																																																																																																																															
2990	1077882	5692550	7182120																																																																																																																																	
2991	6916941																																																																																																																																			
2992	5471593																																																																																																																																			
2993	4513006																																																																																																																																			
2994	4200809	4048746	5949636	1275000	5269091																																																																																																																															
2995	5885215	6093102																																																																																																																																		
2996	5563165	5466823	5474995	6596479	5760068	5447841																																																																																																																														
2997	6834603																																																																																																																																			
2998	5740994																																																																																																																																			
2999	5620195																																																																																																																																			
299	7925273	3452617	6560461																																																																																																																																	
29	5912226	 E39071	4208403	8129342	4874843	6468967	6852689	8058238	4885243																																																																																																																											
2	5337753																																																																																																																																			
3000	6235261	5985236																																																																																																																																		
3001	5352605																																																																																																																																			
3002	6425825	5553864																																																																																																																																		
3003	5888038																																																																																																																																			
3004	6107546	5767372	5254799	5545565																																																																																																																																
3005	6887832																																																																																																																																			
3006	5580718	5846704	6071693																																																																																																																																	
3007	0																																																																																																																																			
3008	6484203	6321338	6711615	6708212																																																																																																																																
3009	6308059	6788925																																																																																																																																		
300	7454355	5951753	1843528																																																																																																																																	
3010	5573780	5690962	1155954																																																																																																																																	
3011	6785825	6044471																																																																																																																																		
3012	0																																																																																																																																			
3013	5639373	6550747	6042677	6620319	5910250	6294039	6245239	4902508	5783083																																																																																																																											
3014	5338732	6028065	6593318	6593320																																																																																																																																
3015	4743450	4874693	1530177																																																																																																																																	
3016	5799273																																																																																																																																			
3017	5212326	4988731																																																																																																																																		
3018	4940835	5538880	6013863																																																																																																																																	
3019	4875154																																																																																																																																			
301	6417498																																																																																																																																			
3020	5919302																																																																																																																																			
3021	6257883	5562444																																																																																																																																		
3022	6006557	5061722	5348944	4587258	5493878	5502989																																																																																																																														
3023	5231253																																																																																																																																			
3024	0																																																																																																																																			
3025	4743902																																																																																																																																			
3026	4136193	4650884																																																																																																																																		
3027	5447432	6244861	6554611	6616444	5011405	5683243	5431562	6398548																																																																																																																												
3028	4863624	5001161	6252726	6227724	6314473	8400085	5638267	4930150	5977567	6207950	4930158	6376268	4780318	6586726	6585427	4916635	4930160	5081154																																																																																																																		
3029	6573099	5401741	4551456																																																																																																																																	
302	8598219	7960424	7947725	7947724																																																																																																																																
3030	5004681	5192553																																																																																																																																		
3031	5579845																																																																																																																																			
3032	4687777	4444779	4438141	4867777	4340605	4287200																																																																																																																														
3033	6502579																																																																																																																																			
3034	6279033	6567796	6658432																																																																																																																																	
3035	6602502																																																																																																																																			
3036	0																																																																																																																																			
3037	1113818	5178477	5332322																																																																																																																																	
3038	5213236	5890621	2279130	5954237	5071017	5439143	5186347	6116457	6102245																																																																																																																											
3039	6092009	6219592	6122570	5839080	6138060																																																																																																																															
303	7158757																																																																																																																																			
3040	5636592																																																																																																																																			
3041	0																																																																																																																																			
3042	5979983																																																																																																																																			
3043	4853230	3748748	4786505	2292864	5813861	6013281	5093342																																																																																																																													
3044	4475545	5472444	5697934																																																																																																																																	
3045	4988515																																																																																																																																			
3046	5840763	5916893	5246937	5866581	6124304																																																																																																																															
3047	4677115	4797413																																																																																																																																		
3048	6245259	6613247	6812500	6592780	6277301	6066861	6576930																																																																																																																													
3049	0																																																																																																																																			
304	7889281	6549243	8913197	6144412	6037995	7924366	8009375	6388713																																																																																																																												
3050	4879303	3816612	4032637	3970662	4432987	4572909																																																																																																																														
3051	6560580	5928197	5383858	5662612	5456669	5905974	4006736	5658261	5300031																																																																																																																											
3052	0																																																																																																																																			
3053	6357620	1793760	6321931	1793765																																																																																																																																
3054	5969169	6201145	6270828	6680396																																																																																																																																
3055	5126156																																																																																																																																			
3056	4745564																																																																																																																																			
3057	6551616	6010718	6872407																																																																																																																																	
3058	5970141																																																																																																																																			
3059	5229382	4115568	4115574																																																																																																																																	
305	2160904	1133244	5165442	7315406	7464087	7817914	6435686	6754195	5444728	5712870	6650432	8602953	6130761	5190715	7046690	4275314	6977944	 E44528	 E43086																																																																																																																	
3060	6014137	6658418	6460040																																																																																																																																	
3061	5482289	5727786	5670264																																																																																																																																	
3062	5112311	3463152	4170933	5266072	4935012	3572334	4840619																																																																																																																													
3063	4529596	4847265	6589541																																																																																																																																	
3064	5026717	5236940	5527814	2640624																																																																																																																																
3065	D496405	 D503197																																																																																																																																		
3066	4870287	5260581																																																																																																																																		
3067	4444784	6111814	2228940	6259615	6316881																																																																																																																															
3068	4652259																																																																																																																																			
3069	5494036																																																																																																																																			
306	5783603	3933274	1080148	5618845	4800702	 E37516	6090696																																																																																																																													
3070	4378020	4928688	4624260	4088140	2773237	4774950	3937226																																																																																																																													
3071	3223070	1247927	5586992																																																																																																																																	
3072	5367726	4579141	1839444																																																																																																																																	
3073	4900291	4260171																																																																																																																																		
3074	5382714	5648564																																																																																																																																		
3075	6030790																																																																																																																																			
3076	4296133	2264429	2149682	5510129																																																																																																																																
3077	6124355																																																																																																																																			
3078	6124355	5399359	5975893	6554611	5330766	6398548	5082688																																																																																																																													
3079	3433580	5164316	5322938	1000000	5196525	5352605																																																																																																																														
307	7761387	7752142	1665090	7827119	7756794																																																																																																																															
3080	4674112																																																																																																																																			
3081	0																																																																																																																																			
3082	5618698	5621080	5756349	5273995	4681893	5547933	4377513	5441868	5955422																																																																																																																											
3083	6053845	6251207																																																																																																																																		
3084	5361851	3688139	3731830	4733470	5411238	3949817	5787590	5884403	4207675	4515423	5070576	5598892	4359822	4638562	5001858	4566188																																																																																																																				
3085	5709489	5961231	5041770																																																																																																																																	
3086	0																																																																																																																																			
3087	6615814	6311682																																																																																																																																		
3088	5788455	5738014	6000337	5992324	5791250	5655452																																																																																																																														
3089	6644843																																																																																																																																			
308	0																																																																																																																																			
3090	4680386	4331803	5705190	6010718	6872407	6551616																																																																																																																														
3091	5081400	5810029	4866349																																																																																																																																	
3092	5596656	1838303																																																																																																																																		
3093	5586058	5424016																																																																																																																																		
3094	5458414	4332484	1000000	1183722																																																																																																																																
3095	5739867																																																																																																																																			
3096	6550913																																																																																																																																			
3097	3936595	6233389	4836963	3455483																																																																																																																																
3098	6178085																																																																																																																																			
3099	6550913	6278982	5568207																																																																																																																																	
309	5916023	5722181																																																																																																																																		
30	4027504	7991380																																																																																																																																		
3100	6199519																																																																																																																																			
3101	4750118																																																																																																																																			
3102	5624990	4721723	5259914	6113944																																																																																																																																
3103	5407398	3497491																																																																																																																																		
3104	5266331	5549912	5656295	5508042																																																																																																																																
3105	5464709																																																																																																																																			
3106	5749850																																																																																																																																			
3107	5658303																																																																																																																																			
3108	4981845	5574063	5409693																																																																																																																																	
3109	4743450																																																																																																																																			
310	6467430	7927287	2139117																																																																																																																																	
3110	5389773	6149055																																																																																																																																		
3111	6520862	1000000	3433580																																																																																																																																	
3112	5483095	5997553	2642057	2487425	2125404	5425736	4691704	5403325	5236434	5681329	5459905																																																																																																																									
3113	6220379	5934694																																																																																																																																		
3114	4816397	4816567	6331415																																																																																																																																	
3115	0																																																																																																																																			
3116	4775622	4342832	5633352	4532207	4543329																																																																																																																															
3117	4981797																																																																																																																																			
3118	1305849	3420784	4212772	4908343	4916243	5710835	5838906	5057481																																																																																																																												
3119	4900659																																																																																																																																			
311	6114598	8502018	1360287	1005569	6128415	6069010	8642835	4046291																																																																																																																												
3120	5474555	5466237	6660004	4763644	5261913	4805602																																																																																																																														
3121	6180061	6183693																																																																																																																																		
3122	5060219	5001692	5740149																																																																																																																																	
3123	5110046	4463898																																																																																																																																		
3124	6238323	4826157	6458061																																																																																																																																	
3125	5474831	5023714	5119205	3081379	4984073	4979029	5067012	5119190	4338626	4511918	4969038																																																																																																																									
3126	6206830	 E36000	5769785	6157850	6263222	6036642																																																																																																																														
3127	4369728	3824644	4604962	5682833	3824664	4445456	5795098	4603962	5839004																																																																																																																											
3128	5389194	5999934	5128081	5737595	6076094																																																																																																																															
3129	5492389	5489141																																																																																																																																		
312	4915435	5251294																																																																																																																																		
3130	5321128	4599353	4743450	5296504	5422368	5151444																																																																																																																														
3131	5951927																																																																																																																																			
3132	6460040	6014137																																																																																																																																		
3133	4912705	4817089	4785450	5119375	4675863	4811420	5657358	5687194	5022024	5121391																																																																																																																										
3134	5727236	5469236																																																																																																																																		
3135	5640577	6345278	6460042																																																																																																																																	
3136	5169242	5567056																																																																																																																																		
3137	5853056	4007797	5413184	2345816	6125949																																																																																																																															
3138	5133375																																																																																																																																			
3139	4231483	5072841	4335821	4971998	4467929	5910382																																																																																																																														
313	0																																																																																																																																			
3140	4900659																																																																																																																																			
3141	2824367	5675944	5408749	5665282	5177916																																																																																																																															
3142	5761605	6169878																																																																																																																																		
3143	5496556	5300294	5637310																																																																																																																																	
3144	5410856	4721499	4609140	28487	5615532	4606496	 R00284																																																																																																																													
3145	4876555																																																																																																																																			
3146	6605646	9331147	5932624	5735873	5563126																																																																																																																															
3147	6105009	6405182	5696908																																																																																																																																	
3148	4934482	5133647	4929157	5236312																																																																																																																																
3149	5633015																																																																																																																																			
314	7092740	7547673	4922350	8119116																																																																																																																																
3150	5266331	5549912	5656295	5508042	5045172																																																																																																																															
3151	5807715																																																																																																																																			
3152	5110493	4349563	4559343	4454151																																																																																																																																
3153	6224592	5697536	5711752	5518492	5697882	4116198																																																																																																																														
3154	0																																																																																																																																			
3155	5799151																																																																																																																																			
3156	4537375																																																																																																																																			
3157	5994291	4808425	4957759																																																																																																																																	
3158	4721723	4007196																																																																																																																																		
3159	4980281	5688655	5877007	5266464																																																																																																																																
315	5566287	5884033	6985586	5689799	6068407	7900229																																																																																																																														
3160	4356518	5248699																																																																																																																																		
3161	5222985	4636214																																																																																																																																		
3162	5845265	6085176	6202051	5664111																																																																																																																																
3163	3831941	6244781	5497723	6102611	4863743																																																																																																																															
3164	5597161	 E38187	5275410																																																																																																																																	
3165	0																																																																																																																																			
3166	5594433																																																																																																																																			
3167	4029233	3921120																																																																																																																																		
3168	5287776																																																																																																																																			
3169	6336914																																																																																																																																			
316	7531960	5998925																																																																																																																																		
3170	6263215																																																																																																																																			
3171	5636906	5368370	6755485																																																																																																																																	
3172	4356518	5248699	2288884																																																																																																																																	
3173	4436372	5589984																																																																																																																																		
3174	4818157																																																																																																																																			
3175	5186347																																																																																																																																			
3176	D417983																																																																																																																																			
3177	5671347	4827404	4194009	5658590	4018895	4626549	4663318	5526479	4314081	5189630	6204862	5204965																																																																																																																								
3178	4194009	5658590	4018895	4626549	4663318	4314081																																																																																																																														
3179	5292097	5257767	5037054																																																																																																																																	
317	1849041	8986169	1801142	8864627	8308619	6417498	9039580	8342016																																																																																																																												
3180	0																																																																																																																																			
3181	6073116																																																																																																																																			
3182	0																																																																																																																																			
3183	5806195																																																																																																																																			
3184	6926044	6837278	6647601																																																																																																																																	
3185	0																																																																																																																																			
3186	5339840																																																																																																																																			
3187	5754250	5486869																																																																																																																																		
3188	E37590																																																																																																																																			
3189	7357664	7317664																																																																																																																																		
318	7305707																																																																																																																																			
3190	0																																																																																																																																			
3191	7181459																																																																																																																																			
3192	6172679	2020761	2413623	6618047																																																																																																																																
3193	6422808	7497943	7399403	4992210	2767123	3449243	5527149																																																																																																																													
3194	5846262	4940464	6849067	5269766	2303045	6454751																																																																																																																														
3195	6205432																																																																																																																																			
3196	5472949																																																																																																																																			
3197	1848142	7340451																																																																																																																																		
3198	7063549	7220022	6090728	4675575	7364459	6416203	7187544	4924363																																																																																																																												
3199	7473362	101692	6405291	5280371																																																																																																																																
319	8266319	8484374	6665702																																																																																																																																	
31	7991380																																																																																																																																			
3200	7558853	2927547	2378200	7493396	6998138																																																																																																																															
3201	5967375																																																																																																																																			
3202	5222469	5072703																																																																																																																																		
3203	4569599	5000000	5926259	5612779	6226077	5652651	3000000	6057910																																																																																																																												
3204	6739325																																																																																																																																			
3205	0																																																																																																																																			
3206	1259043	6980526																																																																																																																																		
3207	7376608																																																																																																																																			
3208	5824100	5133758																																																																																																																																		
3209	5795963	5455169																																																																																																																																		
320	0																																																																																																																																			
3210	0																																																																																																																																			
3211	5679233	6217725	5277785	6149781	5837120	5938899	5462649	5453174	5476578																																																																																																																											
3212	5519769	5425085																																																																																																																																		
3213	1967532	5622375																																																																																																																																		
3214	4008350	7291182	4000321	4923474	5258037																																																																																																																															
3215	0																																																																																																																																			
3216	1125939	 D000404	1196965	1111420	5975568	7237443	2390740	7562656	6848443	5017903	1618968																																																																																																																									
3217	6496222	 R00000	5138459	1941340	6094219	6233010	6323899	5576757																																																																																																																												
3218	5966456	5875259	6381354	5909503	6459806	5295196																																																																																																																														
3219	6816356																																																																																																																																			
321	D618132																																																																																																																																			
3220	5481178	6580258																																																																																																																																		
3221	6868406	5812991	6233565	6233568	6965451	5717597	6982808	6208980	6889214	5319562	6249777																																																																																																																									
3222	6951894	5760100	5789461	5965631	5849811	5776999																																																																																																																														
3223	5414811	5027110																																																																																																																																		
3224	6709667	7506650	7428904	6634361	7237552	5095917																																																																																																																														
3225	5460592	7120971	6554760	1906533	6928705	7096638	4914431	4325355	5773939	6450937	1745118	5896017	5448142																																																																																																																							
3226	0																																																																																																																																			
3227	6926044	6837278	6647601																																																																																																																																	
3228	6284471	6835823	7276239	5698195	7070775	5656272	5919452	6277969																																																																																																																												
3229	7376831	7165175																																																																																																																																		
322	5426594	9321133																																																																																																																																		
3230	5262694	6033857	5837492	5753441	5693473	 D473954	5747282	5710001																																																																																																																												
3231	6482142	5913813	6413204																																																																																																																																	
3232	125378	3490616	4678390	3465555	5593267	5025140	5468110																																																																																																																													
3233	7097201	5439249	5231253	7052038	6287929	7025379	5566974	6850824	6009970	7070202																																																																																																																										
3234	7044039																																																																																																																																			
3235	5464826	4808614																																																																																																																																		
3236	6929807	7202220	5164855	7196064	7157431																																																																																																																															
3237	5287270																																																																																																																																			
3238	0																																																																																																																																			
3239	P16284																																																																																																																																			
323	0																																																																																																																																			
3240	7120971	6928705	6059321	7096638	6070187	6851726																																																																																																																														
